Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
TC-03: Button enabled when all inputs are valid,ELP-102,10180,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* All fields valid and OTP verified - Sign Up button is enabled,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-34,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@343ec603,,,,,,,,,,,,,,,,0|i000pr:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:30 AM
TC-04: Successful registration flow,ELP-103,10181,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,"* Click Sign Up with valid data - account created, redirect to dashboard",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-34,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@652515dc,,,,,,,,,,,,,,,,0|i000pz:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:30 AM
TC-05: Inline errors shown on invalid submission,ELP-104,10182,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Force submit with invalid data - each field shows its specific inline error,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-34,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2d35de1,,,,,,,,,,,,,,,,0|i000q7:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:30 AM
TC-01: Valid registered email accepted,ELP-105,10183,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Enter registered email - proceeds to password check,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-35,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@72df4a6,,,,,,,,,,,,,,,,0|i000qf:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:30 AM
TC-02: Invalid format rejected,ELP-106,10184,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Enter 'notanemail' - error: Enter a valid email address,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-35,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7addea83,,,,,,,,,,,,,,,,0|i000qn:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:30 AM
TC-03: Unregistered email rejected,ELP-107,10185,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Enter unregistered email - error: Email not found,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-35,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2a4d69db,,,,,,,,,,,,,,,,0|i000qv:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:30 AM
TC-04: Blank email blocked,ELP-108,10186,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Leave blank - error: Email cannot be blank,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-35,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c1694eb,,,,,,,,,,,,,,,,0|i000r3:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:30 AM
TC-01: Valid registered mobile accepted,ELP-109,10187,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Enter registered 10-digit number - proceeds to password,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-36,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7f2f77fe,,,,,,,,,,,,,,,,0|i000rb:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:30 AM
TC-02: Less than 10 digits rejected,ELP-110,10188,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:30 AM,,,,0,* Enter '98765' - error: Enter a valid 10-digit number,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-36,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5032ba2c,,,,,,,,,,,,,,,,0|i000rj:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:30 AM
TC-03: Unregistered number rejected,ELP-111,10189,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:30 AM,02/Apr/26 10:31 AM,,,,0,* Enter unregistered number - error: Number not found,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-36,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2594cdad,,,,,,,,,,,,,,,,0|i000rr:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-04: Blank field blocked,ELP-112,10190,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Leave blank - error: Mobile number cannot be blank,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-36,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a19f2e,,,,,,,,,,,,,,,,0|i000rz:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-01: Correct password accepted,ELP-113,10191,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Enter correct password - login proceeds,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-37,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@39a6e2ac,,,,,,,,,,,,,,,,0|i000s7:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-02: Incorrect password rejected,ELP-114,10192,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Enter wrong password - error: Incorrect password,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-37,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@76ad8974,,,,,,,,,,,,,,,,0|i000sf:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-03: Blank password blocked,ELP-115,10193,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Leave blank - error: Password cannot be blank,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-37,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@25b33d6d,,,,,,,,,,,,,,,,0|i000sn:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-01: Button disabled with empty fields,ELP-116,10194,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Leave email and password blank - Login button is disabled,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-38,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6d722973,,,,,,,,,,,,,,,,0|i000sv:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-02: Button enabled with valid inputs,ELP-117,10195,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Fill valid email and password - Login button is enabled,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-38,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6d2f6dbd,,,,,,,,,,,,,,,,0|i000t3:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-03: Successful login,ELP-118,10196,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Valid credentials - user logged in and redirected to dashboard,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-38,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5976a119,,,,,,,,,,,,,,,,0|i000tb:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-04: Invalid credentials show inline errors,ELP-119,10197,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,"* Wrong credentials - field-level inline errors shown, login blocked",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-38,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4fa26d0f,,,,,,,,,,,,,,,,0|i000tj:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-01: Reset link sent for valid email,ELP-120,10198,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Enter registered email - reset link sent to inbox,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-39,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67c2619b,,,,,,,,,,,,,,,,0|i000tr:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-02: OTP sent for valid mobile,ELP-121,10199,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Enter registered mobile - OTP sent for password reset,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-39,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@517a34f4,,,,,,,,,,,,,,,,0|i000tz:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-03: Unregistered input rejected,ELP-122,10200,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Enter unregistered email/mobile - error: Account not found,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-39,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@76b4bf2b,,,,,,,,,,,,,,,,0|i000u7:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-04: Reset link or OTP expires correctly,ELP-123,10201,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,* Wait past expiry period - link/OTP no longer accepted,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-39,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6a9d1f88,,,,,,,,,,,,,,,,0|i000uf:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-05: New password saved successfully,ELP-124,10202,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,"* Complete reset flow - new password set, old password no longer works",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-39,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1e2765f9,,,,,,,,,,,,,,,,0|i000un:,,,,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 10:31 AM
TC-01: Placeholder text visible,ELP-125,10203,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:31 AM,02/Apr/26 10:31 AM,,,,0,"* Search bar shows placeholder: Search courses, topics...",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-40,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@62feb9f7,,,,,,,,,,,,,,,,0|i000uv:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:31 AM
TC-02: Single character triggers no suggestions,ELP-126,10204,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:32 AM,,,,0,* Type 1 character - no auto-suggestions appear,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-40,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3946b424,,,,,,,,,,,,,,,,0|i000v3:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
TC-03: Two characters trigger auto-suggestions,ELP-127,10205,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:32 AM,,,,0,* Type 2 characters - relevant auto-suggestions appear,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-40,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5f70926e,,,,,,,,,,,,,,,,0|i000vb:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
TC-04: No results message shown,ELP-128,10206,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:32 AM,02/Apr/26 10:32 AM,,,,0,* Type text with no matching courses - message: No courses found,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-40,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@54db8ad4,,,,,,,,,,,,,,,,0|i000vj:,,,,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 10:32 AM
